UserName,UserDate,UserInfo,ReviewTitle,Rating,RatingAttribute,ReviewContent,CreatedDate
Phúc Hương,Đã tham gia 3 năm,"Đã viết
6 Đánh giá",Cực kì hài lòng,,,Chẳng có cảm xúc nào là xấu xa đáng để triệt tiêu,Đánh giá vào 2 năm trướcĐã dùng 1 tháng
Nghĩa Thành Dương,Đã tham gia 2 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",sách đẹp nd hay giao hàng nhanh nhưng mấy trang cắt giấy ko đều bị dư 1 khúc ra lun còn bị dính lại vs nhau nữa😿 4/5🖤🖤🖤,Đánh giá vào 2 năm trướcĐã dùng 2 ngày
Hoài Thương,Đã tham gia 3 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,,"Hàng đóng gói tốt, sách mới tinh. Nội dung mới đọc thì thấy khá cuốn",Đánh giá vào 2 năm trướcĐã dùng 1 giờ
Đặng Như Phương,Đã tham gia 5 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,,"Đóng gói cần thận, bìa sách thiết kế đẹp. Nội dung sách thấy review hay nên mua đọc thử, mong rằng sẽ không làm mình thất vọng",Đánh giá vào 2 năm trướcĐã dùng 2 giờ
Nguyễn Nhật Nguyễn,Đã tham gia 6 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,,Cuốn sách này sẽ khiến cho người đọc có nhiều góc nhìn hơn khi đối mặt với những việc xảy ra trong cuộc sống của chúng ta,Đánh giá vào 2 năm trướcĐã dùng 14 phút
Huyền Anh,Đã tham gia 3 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,,"Sách hữu ích vs tui, tuy nhiên sách hơi bụi bặm cần khắc phục vệ sinh sách trc khi giao",Đánh giá vào 1 năm trướcĐã dùng 27 phút
Vũ Trần Thu Thảo,Đã tham gia 5 năm,"Đã viết
20 Đánh giá",Cực kì hài lòng,,,"chữ in tốt, bìa cứng cáp. trong sách có kẹp thêm 1 cái bookmark. giấy của sách khá mịn, dai, xúc cảm chạm vào rất thích",Đánh giá vào 2 năm trướcĐã dùng 2 ngày
Trần Quang Thống,Đã tham gia 5 năm,"Đã viết
52 Đánh giá",Cực kì hài lòng,,,Bao bọc cẩn thận,Đánh giá vào 1 năm trướcĐã dùng 20 phút
Trần Thắm,Đã tham gia 6 năm,"Đã viết
67 Đánh giá",Cực kì hài lòng,,,"Giao nhanh nhưng có vài cuốn df, do sale nên ko đổi chứ nếu là sách đam là 100% mình sẽ bắt đổi",Đánh giá vào 2 năm trướcĐã dùng 1 giờ
Huỳnh Hồ Yến My,Đã tham gia 2 năm,"Đã viết
25 Đánh giá",Cực kì hài lòng,,,"Sách đẹp, giáo nhanh hơn ngày dự kiến",Đánh giá vào 2 năm trướcĐã dùng 9 phút
Huỳnh Thị Minh Thuận,Đã tham gia 5 năm,"Đã viết
16 Đánh giá",Cực kì hài lòng,,,"Khá cuốn, đọc ko bị lú như Thiên tài bên trái, kẻ điên bên phải",Đánh giá vào 1 năm trướcĐã dùng 1 giờ
Nguyễn Văn Minh,Đã tham gia 6 năm,"Đã viết
6 Đánh giá",Cực kì hài lòng,,,"Chưa đọc nội dung nhưng đọc mục lục thấy rất ok, được cái giao hàng rất nhanh",Đánh giá vào 1 năm trướcĐã dùng 9 phút
Gia Linh,Đã tham gia 3 năm,"Đã viết
76 Đánh giá",Cực kì hài lòng,,,"Nội dung hay, như tiêu đề của sách vậy. Sách mới và rất đẹp. Tiki giao hàng siêu nhanh luôn ấy, cảm ơn tiki nhé",Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Apaca Cute,Đã tham gia 2 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,,giao hàng rất là nhanh luôn,Đánh giá vào 2 năm trướcĐã dùng 6 phút
Hồng Nguyệt,Đã tham gia 6 năm,"Đã viết
14 Đánh giá",Cực kì hài lòng,,,"Sách hay, nội dung dễ hiểu",Đánh giá vào 2 năm trướcĐã dùng 13 ngày
Hoàng Linh,Đã tham gia 3 năm,"Đã viết
10 Đánh giá",Cực kì hài lòng,,,"- Bìa sách đẹp
- Nội dung siêu hay
- Bỏ qua cho sự giao hàng phức tạp của đơn hàng mình",Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Nguyễn Lan,Đã tham gia 1 năm,"Đã viết
30 Đánh giá",Cực kì hài lòng,,,"Mua 2q nên đag đọc quyển đầu chưa đọc đến quyển này. Tuy nhiên sơ lược qua thấy khá thú vị, rất hóng để đọc đến🥰iuuu thưn~",Đánh giá vào 1 năm trướcĐã dùng 8 giờ
Chau Tran Minh,Đã tham gia 5 năm,"Đã viết
57 Đánh giá",Cực kì hài lòng,,,Sách mới đẹp,Đánh giá vào 2 tháng trướcĐã dùng 1 giờ
Đặng Ái Loan,Đã tham gia 2 năm,"Đã viết
6 Đánh giá",Cực kì hài lòng,,,Mình chưa xem. Đặt giao trong 2h nên giao rất nhanh. Để đọc rùi sẽ review sau kk,Đánh giá vào 1 năm trướcĐã dùng 8 phút
Quang Trung,Đã tham gia 3 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,,"Giao hàng nhanh, shipper thân thiện. Sách đẹp nhưng mình chưa đọc nên chưa biết nội dung sao 😁.",Đánh giá vào 2 năm trướcĐã dùng 3 giờ
Triệu Nguyên,Đã tham gia 6 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,"Giao hàng siêu nhanh, đóng gói hơi sơ sài chút, sách hơi bẩn bụi, nói chung là ổn :))))",Đánh giá vào 2 năm trướcĐã dùng 8 giờ
Nguyễn Thành,Đã tham gia 2 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,,"Sách đẹp, dày, giao nhanh. Nội dung sâu sắc.",Đánh giá vào 2 năm trướcĐã dùng 24 phút
Ms Phong Lan,Đã tham gia 7 năm,"Đã viết
417 Đánh giá",Cực kì hài lòng,,,"Đọc thêm 1 cuốn sách tích luỹ thêm một ít kiến thức, sống tỉnh thức hơn",Đánh giá vào 5 tháng trướcĐã dùng 3 ngày
Lan Anh,Đã tham gia 3 năm,"Đã viết
8 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Đóng gói tốt có tặng kèm bookmark,Đánh giá vào 2 năm trướcĐã dùng 3 phút
Đinh Thị Hồng Nhung,Đã tham gia 4 năm,"Đã viết
97 Đánh giá",Cực kì hài lòng,,,"Chất lượng sách tốt, giao hàng nhanh",Đánh giá vào 10 tháng trướcĐã dùng 1 ngày
Trần Quang Tảo,Đã tham gia 1 năm,"Đã viết
6 Đánh giá",Cực kì hài lòng,,,Đóng gói hơi cẩu thả nhưng nhà ở gần nên không bị hư,Đánh giá vào 1 năm trướcĐã dùng 3 giờ
Đoàn Trang,Đã tham gia 4 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Sản phẩm đẹp nhưng mà bao không kỉ nên về già bị dơ quá, nhưng mà nội dung rất hayyy",Đánh giá vào 2 năm trướcĐã dùng 7 giờ
Nguyễn Thành Công,Đã tham gia 3 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Sách đọc ổn. Giải đáp một số hiện tượng xã hội theo góc nhìn tác giả,Đánh giá vào 5 tháng trướcĐã dùng 1 tháng
NGUYỄN THỊ MỸ AN,Đã tham gia 5 năm,"Đã viết
14 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 tháng trướcĐã dùng 1 giờ
Ngọc Minh,Đã tham gia 2 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,,truyện rất hay thật sự mình cảm thấy rất vui và cảm thấy may mắn vì đã mua lúc đang sale nên rất rẻ nhưng truyện rất đáng để bỏ tiền của các ra,Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Phạm Thị Hoài,Đã tham gia 6 năm,"Đã viết
9 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Sách siêu hay đóng gói cẩn thận, tốc độ giao hàng thì khỏi bàn luôn",Đánh giá vào 2 năm trướcĐã dùng 3 tháng
Bích Tử,Đã tham gia 3 năm,"Đã viết
10 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Phù hợp với những người đang có vấn đề với xã hội   hơn nhé,còn nếu không quan tâm người khác thì k mua cx đc",Đánh giá vào 1 năm trướcĐã dùng 2 tháng
Nhã Phương,Đã tham gia 3 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,,giao nhanh xỉu luôn. mới đặt lúc sáng mà chiều có rồi neeeee,Đánh giá vào 1 năm trướcĐã dùng 5 phút
Nhii Nguyễn,Đã tham gia 3 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,Sách rất dark nhưng mà hayy,Đánh giá vào 9 tháng trướcĐã dùng 4 giờ
Uyên Lưu,Đã tham gia 2 năm,"Đã viết
16 Đánh giá",Cực kì hài lòng,,,"Đóng gói kĩ mà sách không được bọc nên hơi bẩn bìa 1 tí, giao nhanh",Đánh giá vào 2 năm trướcĐã dùng 10 phút
Mèo Méo Meo Mèo Meo,Đã tham gia 4 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Sách đẹp, giao nhanh",Đánh giá vào 2 năm trướcĐã dùng 2 giờ
David Thanh,Đã tham gia 9 năm,"Đã viết
16 Đánh giá",Cực kì hài lòng,,,"Tốt, giao hàng nhanh.",Đánh giá vào 2 năm trướcĐã dùng 4 ngày
Ko Tên,Đã tham gia 5 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,Sách hay đáng để đọc,Đánh giá vào 2 năm trướcĐã dùng 1 tháng
Phương Nguyên,Đã tham gia 3 năm,"Đã viết
18 Đánh giá",Cực kì hài lòng,,,"nội dung khỏi bàn, hình thức thì siêu ưngggg",Đánh giá vào 1 năm trướcĐã dùng 1 giờ
Yul Li,Đã tham gia 10 năm,"Đã viết
12 Đánh giá",Cực kì hài lòng,,,Sách hơi bụi nhưng ko bị cấn góc như những lần trước nữa. Khá là ưng,Đánh giá vào 2 năm trướcĐã dùng 9 giờ
Nguyễn Mai,Đã tham gia 4 năm,"Đã viết
31 Đánh giá",Cực kì hài lòng,,,Sách không được bảo vệ nhưng đến tay mình vẫn còn mới,Đánh giá vào 2 năm trướcĐã dùng 1 giờ
Q In Lieu,Đã tham gia 5 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,Đóng gói rất tốt ạ và rất vui vì đơn hàng về sớm hơn dự kiến.,Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Thu Trang,Đã tham gia 7 năm,"Đã viết
73 Đánh giá",Cực kì hài lòng,,,"Chất lượng giấy tốt, bìa đẹp, bắt mắt, đóng gói kĩ lưỡng, giao hàng rất nhanh",Đánh giá vào 2 năm trướcĐã dùng 8 phút
Phùng Anh Đào,Đã tham gia 3 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,,"Sách đẹp á, đọc dô khiến mình trở thành cọp 😍😍😍😍",Đánh giá vào 2 năm trướcĐã dùng 4 tháng
Yul Li,Đã tham gia 10 năm,"Đã viết
12 Đánh giá",Cực kì hài lòng,,,Sách hơi bụi nhưng ko bị cấn góc như những lần trước nữa. Khá là ưng,Đánh giá vào 2 năm trướcĐã dùng 9 giờ
Nguyễn Mai,Đã tham gia 4 năm,"Đã viết
31 Đánh giá",Cực kì hài lòng,,,Sách không được bảo vệ nhưng đến tay mình vẫn còn mới,Đánh giá vào 2 năm trướcĐã dùng 1 giờ
Q In Lieu,Đã tham gia 5 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,Đóng gói rất tốt ạ và rất vui vì đơn hàng về sớm hơn dự kiến.,Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Thu Trang,Đã tham gia 7 năm,"Đã viết
73 Đánh giá",Cực kì hài lòng,,,"Chất lượng giấy tốt, bìa đẹp, bắt mắt, đóng gói kĩ lưỡng, giao hàng rất nhanh",Đánh giá vào 2 năm trướcĐã dùng 8 phút
Phùng Anh Đào,Đã tham gia 3 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,,"Sách đẹp á, đọc dô khiến mình trở thành cọp 😍😍😍😍",Đánh giá vào 2 năm trướcĐã dùng 4 tháng
Nguyễn Thảo Ngọc,Đã tham gia 2 năm,"Đã viết
10 Đánh giá",Cực kì hài lòng,,,"Giao hàng nhanh, shipper vui vẻ thân thiện. Nội dung chuae đọc",Đánh giá vào 2 năm trướcĐã dùng 1 giờ
Phạm Thu,Đã tham gia 4 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,,Đóng gói chưa chắc chắn lắm may sách không bị gì 😅,Đánh giá vào 2 năm trướcĐã dùng 8 phút
Trần Thị Mỹ Linh,Đã tham gia 2 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,"Chưa đọc nhưng chất lượng tốt nha, giáo nhanh xỉu, hơi bị bất ngờ",Đánh giá vào 2 năm trướcĐã dùng 3 giờ
Phương Anh Nguyễn,Đã tham gia 6 năm,"Đã viết
9 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Sách đúng, nội dung phản ánh các vấn đề trong cuộc sống",Đánh giá vào 2 năm trướcĐã dùng 1 tháng
Nguyễn Thị Kim Yến,Đã tham gia 1 năm,"Đã viết
31 Đánh giá",Cực kì hài lòng,,,Sách hay lắm mua đi mấy bạn,Đánh giá vào 1 năm trướcĐã dùng 8 phút
Hoàng Trọng Nghĩa,Đã tham gia 7 năm,"Đã viết
306 Đánh giá",Cực kì hài lòng,,,Giao hàng nhanh,Đánh giá vào 1 năm trướcĐã dùng 2 ngày
Nguyễn Trọng Nghĩa,Đã tham gia 5 năm,"Đã viết
32 Đánh giá",Cực kì hài lòng,,,"Gói cẩn thận, giấp tốt",Đánh giá vào 1 năm trướcĐã dùng 5 giờ
Phuong Chung,Đã tham gia 10 năm,"Đã viết
66 Đánh giá",Cực kì hài lòng,,"Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",hay hay hay hay so good nice very perfect 1*** điểm,Đánh giá vào 6 tháng trướcĐã dùng 5 tháng
Kiwi Leennguyen,Đã tham gia 6 năm,"Đã viết
55 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Trang Nguyễn,Đã tham gia 4 tháng,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,Sách như hình oke nha. Chất lượng 👀✨✨,Đánh giá vào 4 tháng trướcĐã dùng 1 ngày
Nguyễn Thị Mỹ Hạnh,Đã tham gia 6 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Giao hàng rất nhanh, được đóng gói cẩn thận. Tuyệt vời 💯",Đánh giá vào 2 năm trướcĐã dùng 1 giờ
Lê Hoàng,Đã tham gia 4 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,,Ủng hộ đứa con tinh thần đầu tiên của tác giả ❤️❤️❤️,Đánh giá vào 2 năm trướcĐã dùng 6 phút
Trần Hà,Đã tham gia 5 năm,"Đã viết
16 Đánh giá",Cực kì hài lòng,,,chất lượng tốt,Đánh giá vào 1 năm trướcĐã dùng 2 giờ
Kim Ngân,Đã tham gia 3 năm,"Đã viết
26 Đánh giá",Cực kì hài lòng,,,"chưa đọc nên chưa biết nội dung , sách sale nhưng sách mới nha",Đánh giá vào 2 năm trướcĐã dùng 7 phút
Quang Anh,Đã tham gia 8 năm,"Đã viết
11 Đánh giá",Cực kì hài lòng,,,"Đóng gói cẩn thận, giao hàng siêu nhanh. Cảm ơn các bạn Tiki!",Đánh giá vào 10 tháng trướcĐã dùng 7 ngày
Khôi Nam,Đã tham gia 3 năm,"Đã viết
29 Đánh giá",Cực kì hài lòng,,,Sách phù hợp cho các bạn trẻ dưới 22 tuổi,Đánh giá vào 2 năm trướcĐã dùng 3 giờ
Nguyễn Thanh Trà,Đã tham gia 6 năm,"Đã viết
10 Đánh giá",Cực kì hài lòng,,,"Chưa biết nội dung ra sao nên đánh giá trước đã, giao hàng, bọc gói cẩn thận",Đánh giá vào 1 năm trướcĐã dùng 29 phút
Tiên Hà,Đã tham gia 1 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,,Tuyệt vờiii,Đánh giá vào 1 năm trướcĐã dùng 21 phút
Hoang Sen,Đã tham gia 2 năm,"Đã viết
23 Đánh giá",Cực kì hài lòng,,,1 cuốn sách khiến b nhận ra được nhiều điều,Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Thảo Nguyên,Đã tham gia 2 năm,"Đã viết
12 Đánh giá",Cực kì hài lòng,,,Sách hay,Đánh giá vào 1 năm trướcĐã dùng 2 giờ
Thành Nguyễn,Đã tham gia 5 năm,"Đã viết
14 Đánh giá",Cực kì hài lòng,,,"Đẹp, không lỗi. Đáng đọc",Đánh giá vào 1 năm trướcĐã dùng 6 giờ
Nguyễn Quốc Khánh,Đã tham gia 4 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Sách sạch đẹp
Tên mỗi chủ đề màu hơi nhạt xíu nhưng vẫn chấp nhận 
Nội dung rất hay và đáng để đọc",Đánh giá vào 2 năm trướcĐã dùng 6 giờ
Le Thi Lam,Đã tham gia 1 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Sách đẹp. Nội dung đáng để tìm hiểu,Đánh giá vào 5 tháng trướcĐã dùng 4 tháng
Phuong Anh,Đã tham gia 3 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,Nội dung được đánh giá rất hay,Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Nguyễn Thị Mỹ Duyên,Đã tham gia 5 năm,"Đã viết
14 Đánh giá",Hài lòng,,,sách có một số chỗ bị bẩn còn lại thì tốt,Đánh giá vào 2 năm trướcĐã dùng 4 phút
Nguyn Hng Bo Ngc,Đã tham gia 5 năm,"Đã viết
10 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Giao hành nhanh chóng bìa sách ấn tượng khá hay,Đánh giá vào 2 năm trướcĐã dùng 4 giờ
Nguyễn Hồng Phương,Đã tham gia 4 năm,"Đã viết
10 Đánh giá",Cực kì hài lòng,,,"Nội dung hay, bổ ích, sách nhỏ gọn...",Đánh giá vào 6 tháng trướcĐã dùng 6 ngày
Nguyên Nguyễn,Đã tham gia 2 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,"Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Nội dung hấp dẫn bổ ích,Đánh giá vào 1 năm trướcĐã dùng 1 tháng
Thanh Thanh,Đã tham gia 6 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,"Sách nội dung hay, giao đúng hẹn và đóng gói cẩn thận",Đánh giá vào 10 tháng trướcĐã dùng 3 giờ
Thuỷ Đang Chạy Deadline,Đã tham gia 2 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,Giao hàng nhanh đóng gói kỹ,Đánh giá vào 2 năm trướcĐã dùng 3 ngày
Hoang Nguyen,Đã tham gia 5 năm,"Đã viết
6 Đánh giá",Cực kì hài lòng,,,"Sách đẹp, giao hàng nhanh",Đánh giá vào 1 năm trướcĐã dùng 1 giờ
Minh Nguyễn,Đã tham gia 6 năm,"Đã viết
66 Đánh giá",Cực kì hài lòng,,,"Giao đầy đủ, sách đẹp",Đánh giá vào 2 năm trướcĐã dùng 7 giờ
Huỳnh Ngân,Đã tham gia 5 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,,"Giao hàng nhạn, sách đẹp, nhưng đóng gói chưa được kĩ lắm, hy vọng shop sẽ khắc phục ❤❤",Đánh giá vào 2 năm trướcĐã dùng 4 ngày
Nguyễn Quang Minh,Đã tham gia 6 năm,"Đã viết
17 Đánh giá",Cực kì hài lòng,,,"Sách hay, giao nhanh đóng gói cẩn thận",Đánh giá vào 7 tháng trướcĐã dùng 6 giờ
Bảo Ngọc,Đã tham gia 3 năm,"Đã viết
9 Đánh giá",Cực kì hài lòng,,,"Giao hàng nhanh
Sách hay",Đánh giá vào 1 năm trướcĐã dùng 2 ngày
Thuy Trân,Đã tham gia 5 năm,"Đã viết
24 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Rất hay nha cho các bạn trẻ cấp 2 đọc rất tốt,Đánh giá vào 10 tháng trướcĐã dùng 1 năm
Phạm Đạt,Đã tham gia 3 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,,Một quyển sách đáng để xem và chiêm nghiệm nhé!,Đánh giá vào 2 năm trướcĐã dùng 7 phút
Như Phạm,Đã tham gia 2 năm,"Đã viết
10 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Sách hay lắm, khá dày, nhma chung quy là đáng giá tiền, sách đc bọc kĩ nên ko bị dập góc nè✨",Đánh giá vào 2 năm trướcĐã dùng 1 tháng
Hải Dương,Đã tham gia 2 năm,"Đã viết
24 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",hàng mua tặng. bạn kia khá thích,Đánh giá vào 6 tháng trướcĐã dùng 1 tháng
Trần Hồ Hoàng Ny,Đã tham gia 3 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,,"Ok 
Sách nice sừ nha",Đánh giá vào 1 năm trướcĐã dùng 2 ngày
Quách Văn Hào Hùng,Đã tham gia 6 năm,"Đã viết
168 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Sách hay vừa ý cảm ơn nhà sách,Đánh giá vào 2 năm trướcĐã dùng 1 tháng
Dung HT,Đã tham gia 4 năm,"Đã viết
12 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 1 năm trướcĐã dùng 2 ngày
Htn Rita,Đã tham gia 4 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,Hay có kiểm soát là những trái bóng vào đầu tháng này có hàng chục triệu từ từ,Đánh giá vào 2 năm trướcĐã dùng 2 giờ
Le Minh Duc,Đã tham gia 4 năm,"Đã viết
259 Đánh giá",Cực kì hài lòng,,,"Bọc kỹ càng, đóng gói cẩn thận, hàng đúng mô tả & ship nhanh lắm",Đánh giá vào 1 năm trướcĐã dùng 1 tháng
Nhi Nguyễn,Đã tham gia 6 năm,"Đã viết
46 Đánh giá",Cực kì hài lòng,,,Sách hay lắm mn nên mua nha😇,Đánh giá vào 2 năm trướcĐã dùng 6 giờ
Ánh Ngọc,Đã tham gia 5 năm,"Đã viết
43 Đánh giá",Cực kì hài lòng,,,"Sách hơi bẩn ở bên ngoài nhưng vẫn tẩy được, so với giá cả thì không phải khuyết điểm quá lớn",Đánh giá vào 2 năm trướcĐã dùng 5 ngày
Nguyễn Thị Thanh Huyền,Đã tham gia 4 năm,"Đã viết
9 Đánh giá",Cực kì hài lòng,,,"sản phẩm đẹp, nội dung nghe review khá hay",Đánh giá vào 2 năm trướcĐã dùng 4 phút
Hòa Phạm,Đã tham gia 2 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Giao nhanh kỹ càng tốt,Đánh giá vào 2 năm trướcĐã dùng 1 tháng
Trịnh Thơm,Đã tham gia 5 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,"Sách đẹp, nội dung chưa biết ntn",Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Nguyễn Thu Phương,Đã tham gia 6 năm,"Đã viết
23 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 1 năm trướcĐã dùng 3 giờ
Nguyễn Tiên,Đã tham gia 5 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,"Giao sớm hơn dự định, sách đẹp, bọc kỹ sách không tì vết luôn🥰🥰🥰🥰",Đánh giá vào 2 năm trướcĐã dùng 3 giờ
Minh Châu,Đã tham gia 3 năm,"Đã viết
98 Đánh giá",Cực kì hài lòng,,,một tác phẩm hay,Đánh giá vào 5 tháng trướcĐã dùng 1 tháng
Trần Ngọc Anh Thư,Đã tham gia 9 năm,"Đã viết
17 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 25 ngày trướcĐã dùng 1 ngày
Quốc Trung Lê,Đã tham gia 5 năm,"Đã viết
101 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Giấy tốt, in đẹp. Phân tích tâm lý ở khía cạnh gần gũi, dễ hiểu. Nên đọc",Đánh giá vào 2 năm trướcĐã dùng 10 ngày
Nguyễn Quốc Minh Hải,Đã tham gia 5 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Sách ok,Đánh giá vào 1 năm trướcĐã dùng 1 tháng
Nguyễn Anh Nam,Đã tham gia 7 năm,"Đã viết
28 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 1 tháng trướcĐã dùng 1 tháng
Lê Thu Dung,Đã tham gia 6 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,sachd hay,Đánh giá vào 1 năm trướcĐã dùng 9 phút
Nguyễn Thanh Tuyến,Đã tham gia 2 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,,Cuốn sách này nội dung hay. Dễ hiểu nhiều câu rất có ý nghĩa. Sách đẹp. Sạch. Giao nhanh.,Đánh giá vào 2 năm trướcĐã dùng 1 tháng
